Source,Target,Type,Pokemon Type
Vileplume,Whimsicott,Undirected,Grass
Vileplume,Petilil,Undirected,Grass
Vileplume,Lilligant,Undirected,Grass
Vileplume,Maractus,Undirected,Grass
Vileplume,Deerling,Undirected,Grass
Vileplume,Sawsbuck,Undirected,Grass
Vileplume,Foongus,Undirected,Grass
Vileplume,Amoonguss,Undirected,Grass
Vileplume,Ferroseed,Undirected,Grass
Vileplume,Ferrothorn,Undirected,Grass
Vileplume,Virizion,Undirected,Grass
Vileplume,Chespin,Undirected,Grass
Vileplume,Quilladin,Undirected,Grass
Vileplume,Chesnaught,Undirected,Grass
Vileplume,Skiddo,Undirected,Grass
Vileplume,Gogoat,Undirected,Grass
Vileplume,Phantump,Undirected,Grass
Vileplume,Trevenant,Undirected,Grass
Vileplume,PumpkabooAverage Size,Undirected,Grass
Vileplume,PumpkabooSmall Size,Undirected,Grass
Vileplume,PumpkabooLarge Size,Undirected,Grass
Vileplume,PumpkabooSuper Size,Undirected,Grass
Vileplume,GourgeistAverage Size,Undirected,Grass
Vileplume,GourgeistSmall Size,Undirected,Grass
Vileplume,GourgeistLarge Size,Undirected,Grass
Vileplume,GourgeistSuper Size,Undirected,Grass
Paras,Parasect,Undirected,Grass
Paras,Bellsprout,Undirected,Grass
Paras,Weepinbell,Undirected,Grass
Paras,Victreebel,Undirected,Grass
Paras,Exeggcute,Undirected,Grass
Paras,Exeggutor,Undirected,Grass
Paras,Tangela,Undirected,Grass
Paras,Chikorita,Undirected,Grass
Paras,Bayleef,Undirected,Grass
Paras,Meganium,Undirected,Grass
Paras,Bellossom,Undirected,Grass
Paras,Hoppip,Undirected,Grass
Paras,Skiploom,Undirected,Grass
Paras,Jumpluff,Undirected,Grass
Paras,Sunkern,Undirected,Grass
Paras,Sunflora,Undirected,Grass
Paras,Celebi,Undirected,Grass
Paras,Treecko,Undirected,Grass
Paras,Grovyle,Undirected,Grass
Paras,Sceptile,Undirected,Grass
Paras,SceptileMega Sceptile,Undirected,Grass
Paras,Lotad,Undirected,Grass
Paras,Lombre,Undirected,Grass
Paras,Ludicolo,Undirected,Grass
Paras,Seedot,Undirected,Grass
Paras,Nuzleaf,Undirected,Grass
Paras,Shiftry,Undirected,Grass
Paras,Shroomish,Undirected,Grass
Paras,Breloom,Undirected,Grass
Paras,Roselia,Undirected,Grass
Paras,Cacnea,Undirected,Grass
Paras,Cacturne,Undirected,Grass
Paras,Lileep,Undirected,Grass
Paras,Cradily,Undirected,Grass
Paras,Tropius,Undirected,Grass
Paras,Turtwig,Undirected,Grass
Paras,Grotle,Undirected,Grass
Paras,Torterra,Undirected,Grass
Paras,Budew,Undirected,Grass
Paras,Roserade,Undirected,Grass
Paras,WormadamPlant Cloak,Undirected,Grass
Paras,Cherubi,Undirected,Grass
Paras,Cherrim,Undirected,Grass
Paras,Carnivine,Undirected,Grass
Paras,Snover,Undirected,Grass
Paras,Abomasnow,Undirected,Grass
Paras,AbomasnowMega Abomasnow,Undirected,Grass
Paras,Tangrowth,Undirected,Grass
Paras,Leafeon,Undirected,Grass
Paras,RotomMow Rotom,Undirected,Grass
Paras,ShayminLand Forme,Undirected,Grass
Paras,ShayminSky Forme,Undirected,Grass
Paras,Snivy,Undirected,Grass
Paras,Servine,Undirected,Grass
Paras,Serperior,Undirected,Grass
Paras,Pansage,Undirected,Grass
Paras,Simisage,Undirected,Grass
Paras,Sewaddle,Undirected,Grass
Paras,Swadloon,Undirected,Grass
Paras,Leavanny,Undirected,Grass
Paras,Cottonee,Undirected,Grass
Paras,Whimsicott,Undirected,Grass
Paras,Petilil,Undirected,Grass
Paras,Lilligant,Undirected,Grass
Paras,Maractus,Undirected,Grass
Paras,Deerling,Undirected,Grass
Paras,Sawsbuck,Undirected,Grass
Paras,Foongus,Undirected,Grass
Paras,Amoonguss,Undirected,Grass
Paras,Ferroseed,Undirected,Grass
Paras,Ferrothorn,Undirected,Grass
Paras,Virizion,Undirected,Grass
Paras,Chespin,Undirected,Grass
Paras,Quilladin,Undirected,Grass
Paras,Chesnaught,Undirected,Grass
Paras,Skiddo,Undirected,Grass
Paras,Gogoat,Undirected,Grass
Paras,Phantump,Undirected,Grass
Paras,Trevenant,Undirected,Grass
Paras,PumpkabooAverage Size,Undirected,Grass
Paras,PumpkabooSmall Size,Undirected,Grass
Paras,PumpkabooLarge Size,Undirected,Grass
Paras,PumpkabooSuper Size,Undirected,Grass
Paras,GourgeistAverage Size,Undirected,Grass
Paras,GourgeistSmall Size,Undirected,Grass
Paras,GourgeistLarge Size,Undirected,Grass
Paras,GourgeistSuper Size,Undirected,Grass
Parasect,Bellsprout,Undirected,Grass
Parasect,Weepinbell,Undirected,Grass
Parasect,Victreebel,Undirected,Grass
Parasect,Exeggcute,Undirected,Grass
Parasect,Exeggutor,Undirected,Grass
Parasect,Tangela,Undirected,Grass
Parasect,Chikorita,Undirected,Grass
Parasect,Bayleef,Undirected,Grass
Parasect,Meganium,Undirected,Grass
Parasect,Bellossom,Undirected,Grass
Parasect,Hoppip,Undirected,Grass
Parasect,Skiploom,Undirected,Grass
Parasect,Jumpluff,Undirected,Grass
Parasect,Sunkern,Undirected,Grass
Parasect,Sunflora,Undirected,Grass
Parasect,Celebi,Undirected,Grass
Parasect,Treecko,Undirected,Grass
Parasect,Grovyle,Undirected,Grass
Parasect,Sceptile,Undirected,Grass
Parasect,SceptileMega Sceptile,Undirected,Grass
Parasect,Lotad,Undirected,Grass
Parasect,Lombre,Undirected,Grass
Parasect,Ludicolo,Undirected,Grass
Parasect,Seedot,Undirected,Grass
Parasect,Nuzleaf,Undirected,Grass
Parasect,Shiftry,Undirected,Grass
Parasect,Shroomish,Undirected,Grass
Parasect,Breloom,Undirected,Grass
Parasect,Roselia,Undirected,Grass
Parasect,Cacnea,Undirected,Grass
Parasect,Cacturne,Undirected,Grass
Parasect,Lileep,Undirected,Grass
Parasect,Cradily,Undirected,Grass
Parasect,Tropius,Undirected,Grass
Parasect,Turtwig,Undirected,Grass
Parasect,Grotle,Undirected,Grass
Parasect,Torterra,Undirected,Grass
Parasect,Budew,Undirected,Grass
Parasect,Roserade,Undirected,Grass
Parasect,WormadamPlant Cloak,Undirected,Grass
Parasect,Cherubi,Undirected,Grass
Parasect,Cherrim,Undirected,Grass
Parasect,Carnivine,Undirected,Grass
Parasect,Snover,Undirected,Grass
Parasect,Abomasnow,Undirected,Grass
Parasect,AbomasnowMega Abomasnow,Undirected,Grass
Parasect,Tangrowth,Undirected,Grass
Parasect,Leafeon,Undirected,Grass
Parasect,RotomMow Rotom,Undirected,Grass
Parasect,ShayminLand Forme,Undirected,Grass
Parasect,ShayminSky Forme,Undirected,Grass
Parasect,Snivy,Undirected,Grass
Parasect,Servine,Undirected,Grass
Parasect,Serperior,Undirected,Grass
Parasect,Pansage,Undirected,Grass
Parasect,Simisage,Undirected,Grass
Parasect,Sewaddle,Undirected,Grass
Parasect,Swadloon,Undirected,Grass
Parasect,Leavanny,Undirected,Grass
Parasect,Cottonee,Undirected,Grass
Parasect,Whimsicott,Undirected,Grass
Parasect,Petilil,Undirected,Grass
Parasect,Lilligant,Undirected,Grass
Parasect,Maractus,Undirected,Grass
Parasect,Deerling,Undirected,Grass
Parasect,Sawsbuck,Undirected,Grass
Parasect,Foongus,Undirected,Grass
Parasect,Amoonguss,Undirected,Grass
Parasect,Ferroseed,Undirected,Grass
Parasect,Ferrothorn,Undirected,Grass
Parasect,Virizion,Undirected,Grass
Parasect,Chespin,Undirected,Grass
Parasect,Quilladin,Undirected,Grass
Parasect,Chesnaught,Undirected,Grass
Parasect,Skiddo,Undirected,Grass
Parasect,Gogoat,Undirected,Grass
Parasect,Phantump,Undirected,Grass
Parasect,Trevenant,Undirected,Grass
Parasect,PumpkabooAverage Size,Undirected,Grass
Parasect,PumpkabooSmall Size,Undirected,Grass
Parasect,PumpkabooLarge Size,Undirected,Grass
Parasect,PumpkabooSuper Size,Undirected,Grass
Parasect,GourgeistAverage Size,Undirected,Grass
Parasect,GourgeistSmall Size,Undirected,Grass
Parasect,GourgeistLarge Size,Undirected,Grass
Parasect,GourgeistSuper Size,Undirected,Grass
Bellsprout,Weepinbell,Undirected,Grass
Bellsprout,Victreebel,Undirected,Grass
Bellsprout,Exeggcute,Undirected,Grass
Bellsprout,Exeggutor,Undirected,Grass
Bellsprout,Tangela,Undirected,Grass
Bellsprout,Chikorita,Undirected,Grass
Bellsprout,Bayleef,Undirected,Grass
Bellsprout,Meganium,Undirected,Grass
Bellsprout,Bellossom,Undirected,Grass
Bellsprout,Hoppip,Undirected,Grass
Bellsprout,Skiploom,Undirected,Grass
Bellsprout,Jumpluff,Undirected,Grass
Bellsprout,Sunkern,Undirected,Grass
Bellsprout,Sunflora,Undirected,Grass
Bellsprout,Celebi,Undirected,Grass
Bellsprout,Treecko,Undirected,Grass
Bellsprout,Grovyle,Undirected,Grass
Bellsprout,Sceptile,Undirected,Grass
Bellsprout,SceptileMega Sceptile,Undirected,Grass
Bellsprout,Lotad,Undirected,Grass
Bellsprout,Lombre,Undirected,Grass
Bellsprout,Ludicolo,Undirected,Grass
Bellsprout,Seedot,Undirected,Grass
Bellsprout,Nuzleaf,Undirected,Grass
Bellsprout,Shiftry,Undirected,Grass
Bellsprout,Shroomish,Undirected,Grass
Bellsprout,Breloom,Undirected,Grass
Bellsprout,Roselia,Undirected,Grass
Bellsprout,Cacnea,Undirected,Grass
Bellsprout,Cacturne,Undirected,Grass
Bellsprout,Lileep,Undirected,Grass
Bellsprout,Cradily,Undirected,Grass
Bellsprout,Tropius,Undirected,Grass
Bellsprout,Turtwig,Undirected,Grass
Bellsprout,Grotle,Undirected,Grass
Bellsprout,Torterra,Undirected,Grass
Bellsprout,Budew,Undirected,Grass
Bellsprout,Roserade,Undirected,Grass
Bellsprout,WormadamPlant Cloak,Undirected,Grass
Bellsprout,Cherubi,Undirected,Grass
Bellsprout,Cherrim,Undirected,Grass
Bellsprout,Carnivine,Undirected,Grass
Bellsprout,Snover,Undirected,Grass
Bellsprout,Abomasnow,Undirected,Grass
Bellsprout,AbomasnowMega Abomasnow,Undirected,Grass
Bellsprout,Tangrowth,Undirected,Grass
Bellsprout,Leafeon,Undirected,Grass
Bellsprout,RotomMow Rotom,Undirected,Grass
Bellsprout,ShayminLand Forme,Undirected,Grass
Bellsprout,ShayminSky Forme,Undirected,Grass
Bellsprout,Snivy,Undirected,Grass
Bellsprout,Servine,Undirected,Grass
Bellsprout,Serperior,Undirected,Grass
Bellsprout,Pansage,Undirected,Grass
Bellsprout,Simisage,Undirected,Grass
Bellsprout,Sewaddle,Undirected,Grass
Bellsprout,Swadloon,Undirected,Grass
Bellsprout,Leavanny,Undirected,Grass
Bellsprout,Cottonee,Undirected,Grass
Bellsprout,Whimsicott,Undirected,Grass
Bellsprout,Petilil,Undirected,Grass
Bellsprout,Lilligant,Undirected,Grass
Bellsprout,Maractus,Undirected,Grass
Bellsprout,Deerling,Undirected,Grass
Bellsprout,Sawsbuck,Undirected,Grass
Bellsprout,Foongus,Undirected,Grass
Bellsprout,Amoonguss,Undirected,Grass
Bellsprout,Ferroseed,Undirected,Grass
Bellsprout,Ferrothorn,Undirected,Grass
Bellsprout,Virizion,Undirected,Grass
Bellsprout,Chespin,Undirected,Grass
Bellsprout,Quilladin,Undirected,Grass
Bellsprout,Chesnaught,Undirected,Grass
Bellsprout,Skiddo,Undirected,Grass
Bellsprout,Gogoat,Undirected,Grass
Bellsprout,Phantump,Undirected,Grass
Bellsprout,Trevenant,Undirected,Grass
Bellsprout,PumpkabooAverage Size,Undirected,Grass
Bellsprout,PumpkabooSmall Size,Undirected,Grass
Bellsprout,PumpkabooLarge Size,Undirected,Grass
Bellsprout,PumpkabooSuper Size,Undirected,Grass
Bellsprout,GourgeistAverage Size,Undirected,Grass
Bellsprout,GourgeistSmall Size,Undirected,Grass
Bellsprout,GourgeistLarge Size,Undirected,Grass
Bellsprout,GourgeistSuper Size,Undirected,Grass
Weepinbell,Victreebel,Undirected,Grass
Weepinbell,Exeggcute,Undirected,Grass
Weepinbell,Exeggutor,Undirected,Grass
Weepinbell,Tangela,Undirected,Grass
Weepinbell,Chikorita,Undirected,Grass
Weepinbell,Bayleef,Undirected,Grass
Weepinbell,Meganium,Undirected,Grass
Weepinbell,Bellossom,Undirected,Grass
Weepinbell,Hoppip,Undirected,Grass
Weepinbell,Skiploom,Undirected,Grass
Weepinbell,Jumpluff,Undirected,Grass
Weepinbell,Sunkern,Undirected,Grass
Weepinbell,Sunflora,Undirected,Grass
Weepinbell,Celebi,Undirected,Grass
Weepinbell,Treecko,Undirected,Grass
Weepinbell,Grovyle,Undirected,Grass
Weepinbell,Sceptile,Undirected,Grass
Weepinbell,SceptileMega Sceptile,Undirected,Grass
Weepinbell,Lotad,Undirected,Grass
Weepinbell,Lombre,Undirected,Grass
Weepinbell,Ludicolo,Undirected,Grass
Weepinbell,Seedot,Undirected,Grass
Weepinbell,Nuzleaf,Undirected,Grass
Weepinbell,Shiftry,Undirected,Grass
Weepinbell,Shroomish,Undirected,Grass
Weepinbell,Breloom,Undirected,Grass
Weepinbell,Roselia,Undirected,Grass
Weepinbell,Cacnea,Undirected,Grass
Weepinbell,Cacturne,Undirected,Grass
Weepinbell,Lileep,Undirected,Grass
Weepinbell,Cradily,Undirected,Grass
Weepinbell,Tropius,Undirected,Grass
Weepinbell,Turtwig,Undirected,Grass
Weepinbell,Grotle,Undirected,Grass
Weepinbell,Torterra,Undirected,Grass
Weepinbell,Budew,Undirected,Grass
Weepinbell,Roserade,Undirected,Grass
Weepinbell,WormadamPlant Cloak,Undirected,Grass
Weepinbell,Cherubi,Undirected,Grass
Weepinbell,Cherrim,Undirected,Grass
Weepinbell,Carnivine,Undirected,Grass
Weepinbell,Snover,Undirected,Grass
Weepinbell,Abomasnow,Undirected,Grass
Weepinbell,AbomasnowMega Abomasnow,Undirected,Grass
Weepinbell,Tangrowth,Undirected,Grass
Weepinbell,Leafeon,Undirected,Grass
Weepinbell,RotomMow Rotom,Undirected,Grass
Weepinbell,ShayminLand Forme,Undirected,Grass
Weepinbell,ShayminSky Forme,Undirected,Grass
Weepinbell,Snivy,Undirected,Grass
Weepinbell,Servine,Undirected,Grass
Weepinbell,Serperior,Undirected,Grass
Weepinbell,Pansage,Undirected,Grass
Weepinbell,Simisage,Undirected,Grass
Weepinbell,Sewaddle,Undirected,Grass
Weepinbell,Swadloon,Undirected,Grass
Weepinbell,Leavanny,Undirected,Grass
Weepinbell,Cottonee,Undirected,Grass
Weepinbell,Whimsicott,Undirected,Grass
Weepinbell,Petilil,Undirected,Grass
Weepinbell,Lilligant,Undirected,Grass
Weepinbell,Maractus,Undirected,Grass
Weepinbell,Deerling,Undirected,Grass
Weepinbell,Sawsbuck,Undirected,Grass
Weepinbell,Foongus,Undirected,Grass
Weepinbell,Amoonguss,Undirected,Grass
Weepinbell,Ferroseed,Undirected,Grass
Weepinbell,Ferrothorn,Undirected,Grass
Weepinbell,Virizion,Undirected,Grass
Weepinbell,Chespin,Undirected,Grass
Weepinbell,Quilladin,Undirected,Grass
Weepinbell,Chesnaught,Undirected,Grass
Weepinbell,Skiddo,Undirected,Grass
Weepinbell,Gogoat,Undirected,Grass
Weepinbell,Phantump,Undirected,Grass
Weepinbell,Trevenant,Undirected,Grass
Weepinbell,PumpkabooAverage Size,Undirected,Grass
Weepinbell,PumpkabooSmall Size,Undirected,Grass
Weepinbell,PumpkabooLarge Size,Undirected,Grass
Weepinbell,PumpkabooSuper Size,Undirected,Grass
Weepinbell,GourgeistAverage Size,Undirected,Grass
Weepinbell,GourgeistSmall Size,Undirected,Grass
Weepinbell,GourgeistLarge Size,Undirected,Grass
Weepinbell,GourgeistSuper Size,Undirected,Grass
Victreebel,Exeggcute,Undirected,Grass
Victreebel,Exeggutor,Undirected,Grass
Victreebel,Tangela,Undirected,Grass
Victreebel,Chikorita,Undirected,Grass
Victreebel,Bayleef,Undirected,Grass
Victreebel,Meganium,Undirected,Grass
Victreebel,Bellossom,Undirected,Grass
Victreebel,Hoppip,Undirected,Grass
Victreebel,Skiploom,Undirected,Grass
Victreebel,Jumpluff,Undirected,Grass
Victreebel,Sunkern,Undirected,Grass
Victreebel,Sunflora,Undirected,Grass
Victreebel,Celebi,Undirected,Grass
Victreebel,Treecko,Undirected,Grass
Victreebel,Grovyle,Undirected,Grass
Victreebel,Sceptile,Undirected,Grass
Victreebel,SceptileMega Sceptile,Undirected,Grass
Victreebel,Lotad,Undirected,Grass
Victreebel,Lombre,Undirected,Grass
Victreebel,Ludicolo,Undirected,Grass
Victreebel,Seedot,Undirected,Grass
Victreebel,Nuzleaf,Undirected,Grass
Victreebel,Shiftry,Undirected,Grass
Victreebel,Shroomish,Undirected,Grass
Victreebel,Breloom,Undirected,Grass
Victreebel,Roselia,Undirected,Grass
Victreebel,Cacnea,Undirected,Grass
Victreebel,Cacturne,Undirected,Grass
Victreebel,Lileep,Undirected,Grass
Victreebel,Cradily,Undirected,Grass
Victreebel,Tropius,Undirected,Grass
Victreebel,Turtwig,Undirected,Grass
Victreebel,Grotle,Undirected,Grass
Victreebel,Torterra,Undirected,Grass
Victreebel,Budew,Undirected,Grass
Victreebel,Roserade,Undirected,Grass
Victreebel,WormadamPlant Cloak,Undirected,Grass
Victreebel,Cherubi,Undirected,Grass
Victreebel,Cherrim,Undirected,Grass
Victreebel,Carnivine,Undirected,Grass
Victreebel,Snover,Undirected,Grass
Victreebel,Abomasnow,Undirected,Grass
Victreebel,AbomasnowMega Abomasnow,Undirected,Grass
Victreebel,Tangrowth,Undirected,Grass
Victreebel,Leafeon,Undirected,Grass
Victreebel,RotomMow Rotom,Undirected,Grass
Victreebel,ShayminLand Forme,Undirected,Grass
Victreebel,ShayminSky Forme,Undirected,Grass
Victreebel,Snivy,Undirected,Grass
Victreebel,Servine,Undirected,Grass
Victreebel,Serperior,Undirected,Grass
Victreebel,Pansage,Undirected,Grass
Victreebel,Simisage,Undirected,Grass
Victreebel,Sewaddle,Undirected,Grass
Victreebel,Swadloon,Undirected,Grass
Victreebel,Leavanny,Undirected,Grass
Victreebel,Cottonee,Undirected,Grass
Victreebel,Whimsicott,Undirected,Grass
Victreebel,Petilil,Undirected,Grass
Victreebel,Lilligant,Undirected,Grass
Victreebel,Maractus,Undirected,Grass
Victreebel,Deerling,Undirected,Grass
Victreebel,Sawsbuck,Undirected,Grass
Victreebel,Foongus,Undirected,Grass
Victreebel,Amoonguss,Undirected,Grass
Victreebel,Ferroseed,Undirected,Grass
Victreebel,Ferrothorn,Undirected,Grass
Victreebel,Virizion,Undirected,Grass
Victreebel,Chespin,Undirected,Grass
Victreebel,Quilladin,Undirected,Grass
Victreebel,Chesnaught,Undirected,Grass
Victreebel,Skiddo,Undirected,Grass
Victreebel,Gogoat,Undirected,Grass
Victreebel,Phantump,Undirected,Grass
Victreebel,Trevenant,Undirected,Grass
Victreebel,PumpkabooAverage Size,Undirected,Grass
Victreebel,PumpkabooSmall Size,Undirected,Grass
Victreebel,PumpkabooLarge Size,Undirected,Grass
Victreebel,PumpkabooSuper Size,Undirected,Grass
Victreebel,GourgeistAverage Size,Undirected,Grass
Victreebel,GourgeistSmall Size,Undirected,Grass
Victreebel,GourgeistLarge Size,Undirected,Grass
Victreebel,GourgeistSuper Size,Undirected,Grass
Exeggcute,Exeggutor,Undirected,Grass
Exeggcute,Tangela,Undirected,Grass
Exeggcute,Chikorita,Undirected,Grass
Exeggcute,Bayleef,Undirected,Grass
Exeggcute,Meganium,Undirected,Grass
Exeggcute,Bellossom,Undirected,Grass
Exeggcute,Hoppip,Undirected,Grass
Exeggcute,Skiploom,Undirected,Grass
Exeggcute,Jumpluff,Undirected,Grass
Exeggcute,Sunkern,Undirected,Grass
Exeggcute,Sunflora,Undirected,Grass
Exeggcute,Celebi,Undirected,Grass
Exeggcute,Treecko,Undirected,Grass
Exeggcute,Grovyle,Undirected,Grass
Exeggcute,Sceptile,Undirected,Grass
Exeggcute,SceptileMega Sceptile,Undirected,Grass
Exeggcute,Lotad,Undirected,Grass
Exeggcute,Lombre,Undirected,Grass
Exeggcute,Ludicolo,Undirected,Grass
Exeggcute,Seedot,Undirected,Grass
Exeggcute,Nuzleaf,Undirected,Grass
Exeggcute,Shiftry,Undirected,Grass
Exeggcute,Shroomish,Undirected,Grass
Exeggcute,Breloom,Undirected,Grass
Exeggcute,Roselia,Undirected,Grass
Exeggcute,Cacnea,Undirected,Grass
Exeggcute,Cacturne,Undirected,Grass
Exeggcute,Lileep,Undirected,Grass
Exeggcute,Cradily,Undirected,Grass
Exeggcute,Tropius,Undirected,Grass
Exeggcute,Turtwig,Undirected,Grass
Exeggcute,Grotle,Undirected,Grass
Exeggcute,Torterra,Undirected,Grass
Exeggcute,Budew,Undirected,Grass
Exeggcute,Roserade,Undirected,Grass
Exeggcute,WormadamPlant Cloak,Undirected,Grass
Exeggcute,Cherubi,Undirected,Grass
Exeggcute,Cherrim,Undirected,Grass
Exeggcute,Carnivine,Undirected,Grass
Exeggcute,Snover,Undirected,Grass
Exeggcute,Abomasnow,Undirected,Grass
Exeggcute,AbomasnowMega Abomasnow,Undirected,Grass
Exeggcute,Tangrowth,Undirected,Grass
Exeggcute,Leafeon,Undirected,Grass
Exeggcute,RotomMow Rotom,Undirected,Grass
Exeggcute,ShayminLand Forme,Undirected,Grass
Exeggcute,ShayminSky Forme,Undirected,Grass
Exeggcute,Snivy,Undirected,Grass
Exeggcute,Servine,Undirected,Grass
Exeggcute,Serperior,Undirected,Grass
Exeggcute,Pansage,Undirected,Grass
Exeggcute,Simisage,Undirected,Grass
Exeggcute,Sewaddle,Undirected,Grass
Exeggcute,Swadloon,Undirected,Grass
Exeggcute,Leavanny,Undirected,Grass
Exeggcute,Cottonee,Undirected,Grass
Exeggcute,Whimsicott,Undirected,Grass
Exeggcute,Petilil,Undirected,Grass
Exeggcute,Lilligant,Undirected,Grass
Exeggcute,Maractus,Undirected,Grass
Exeggcute,Deerling,Undirected,Grass
Exeggcute,Sawsbuck,Undirected,Grass
Exeggcute,Foongus,Undirected,Grass
Exeggcute,Amoonguss,Undirected,Grass
Exeggcute,Ferroseed,Undirected,Grass
Exeggcute,Ferrothorn,Undirected,Grass
Exeggcute,Virizion,Undirected,Grass
Exeggcute,Chespin,Undirected,Grass
Exeggcute,Quilladin,Undirected,Grass
Exeggcute,Chesnaught,Undirected,Grass
Exeggcute,Skiddo,Undirected,Grass
Exeggcute,Gogoat,Undirected,Grass
Exeggcute,Phantump,Undirected,Grass
Exeggcute,Trevenant,Undirected,Grass
Exeggcute,PumpkabooAverage Size,Undirected,Grass
Exeggcute,PumpkabooSmall Size,Undirected,Grass
Exeggcute,PumpkabooLarge Size,Undirected,Grass
Exeggcute,PumpkabooSuper Size,Undirected,Grass
Exeggcute,GourgeistAverage Size,Undirected,Grass
